name,size,mem,bb,Entropy,testcases,duration,inputs,cls,effcls,patterns,covered,uncovered
v1-ct-seq,16,6,5,6, 2, 21, 1000, 1185, 171, 0, 0, 0
v1-ct-seq,16,6,5,6, 6, 53, 1000, 909, 68, 0, 0, 0
v1-ct-seq,16,6,5,6, 10, 86, 1000, 781, 52, 0, 0, 0
v1-ct-seq,16,6,5,6, 10, 87, 1000, 777, 39, 0, 0, 0
v1-ct-seq,16,6,5,6, 6, 53, 1000, 788, 55, 0, 0, 0
v1-ct-seq,16,6,5,6, 2, 22, 1000, 1457, 43, 0, 0, 0
v1-ct-seq,16,6,5,6, 7, 60, 1000, 697, 75, 0, 0, 0
v1-ct-seq,16,6,5,6, 8, 71, 1000, 796, 59, 0, 0, 0
v1-ct-seq,16,6,5,6, 7, 61, 1000, 929, 60, 0, 0, 0
v1-ct-seq,16,6,5,6, 1, 14, 1000, 1574, 206, 0, 0, 0
v1-ct-seq,16,6,5,6, 3, 30, 1000, 651, 167, 0, 0, 0
v1-ct-seq,16,6,5,6, 17, 138, 1000, 861, 33, 0, 0, 0
v1-ct-seq,16,6,5,6, 5, 44, 1000, 558, 60, 0, 0, 0
v1-ct-seq,16,6,5,6, 4, 37, 1000, 762, 108, 0, 0, 0
v1-ct-seq,16,6,5,6, 22, 185, 1000, 808, 39, 0, 0, 0
v1-ct-seq,16,6,5,6, 5, 45, 1000, 842, 56, 0, 0, 0
v1-ct-seq,16,6,5,6, 14, 115, 1000, 913, 25, 0, 0, 0
v1-ct-seq,16,6,5,6, 12, 103, 1000, 753, 82, 0, 0, 0
v1-ct-seq,16,6,5,6, 8, 68, 1000, 801, 61, 0, 0, 0
v1-ct-seq,16,6,5,6, 10, 84, 1000, 983, 95, 0, 0, 0
v1-ct-seq,16,6,5,6, 12, 103, 1000, 474, 46, 0, 0, 0
v1-ct-seq,16,6,5,6, 23, 184, 1000, 817, 48, 0, 0, 0
v1-ct-seq,16,6,5,6, 3, 30, 1000, 542, 179, 0, 0, 0
v1-ct-seq,16,6,5,6, 47, 373, 1000, 670, 47, 0, 0, 0
v1-ct-seq,16,6,5,6, 9, 76, 1000, 1089, 21, 0, 0, 0
v1-ct-seq,16,6,5,6, 19, 159, 1000, 789, 59, 0, 0, 0
v1-ct-seq,16,6,5,6, 4, 38, 1000, 1191, 50, 0, 0, 0
v1-ct-seq,16,6,5,6, 10, 83, 1000, 800, 49, 0, 0, 0
v1-ct-seq,16,6,5,7, 32, 255, 1000, 740, 51, 0, 0, 0
v1-ct-seq,16,6,5,7, 7, 62, 1000, 854, 134, 0, 0, 0
v1-ct-seq,16,6,5,7, 11, 96, 1000, 647, 74, 0, 0, 0
v1-ct-seq,16,6,5,7, 9, 75, 1000, 870, 31, 0, 0, 0
v1-ct-seq,16,6,5,7, 16, 130, 1000, 835, 69, 0, 0, 0
v1-ct-seq,16,6,5,7, 40, 317, 1000, 777, 35, 0, 0, 0
v1-ct-seq,16,6,5,7, 1, 14, 1000, 1926, 70, 0, 0, 0
v1-ct-seq,16,6,5,7, 21, 171, 1000, 910, 30, 0, 0, 0
v1-ct-seq,16,6,5,7, 10, 84, 1000, 853, 43, 0, 0, 0
v1-ct-seq,16,6,5,7, 27, 219, 1000, 863, 53, 0, 0, 0
v1-ct-seq,16,6,5,7, 26, 209, 1000, 631, 38, 0, 0, 0
v1-ct-seq,16,6,5,7, 9, 78, 1000, 507, 40, 0, 0, 0
v1-ct-seq,16,6,5,7, 4, 43, 1000, 1128, 17, 0, 0, 0
v1-ct-seq,16,6,5,7, 11, 94, 1000, 714, 35, 0, 0, 0
v1-ct-seq,16,6,5,7, 2, 21, 1000, 816, 64, 0, 0, 0
v1-ct-seq,16,6,5,7, 44, 352, 1000, 765, 37, 0, 0, 0
v1-ct-seq,16,6,5,7, 14, 115, 1000, 845, 89, 0, 0, 0
v1-ct-seq,16,6,5,7, 10, 86, 1000, 1005, 7, 0, 0, 0
v1-ct-seq,16,6,5,7, 12, 100, 1000, 946, 43, 0, 0, 0
v1-ct-seq,16,6,5,7, 12, 103, 1000, 877, 45, 0, 0, 0
v1-ct-seq,16,6,5,7, 17, 137, 1000, 759, 33, 0, 0, 0
v1-ct-seq,16,6,5,7, 1, 14, 1000, 1162, 128, 0, 0, 0
v1-ct-seq,16,6,5,7, 7, 61, 1000, 905, 47, 0, 0, 0
v1-ct-seq,16,6,5,7, 22, 178, 1000, 726, 36, 0, 0, 0
v1-ct-seq,16,6,5,7, 2, 22, 1000, 1437, 58, 0, 0, 0
v1-ct-seq,16,6,5,7, 5, 46, 1000, 895, 81, 0, 0, 0
v1-ct-seq,16,6,5,7, 4, 37, 1000, 1231, 18, 0, 0, 0
v1-ct-seq,16,6,5,7, 10, 86, 1000, 1040, 22, 0, 0, 0
v1-ct-seq,16,6,5,7, 1, 14, 1000, 1994, 6, 0, 0, 0
v1-ct-seq,16,6,5,8, 28, 225, 1000, 830, 43, 0, 0, 0
v1-ct-seq,16,6,5,8, 1, 14, 1000, 1086, 188, 0, 0, 0
v1-ct-seq,16,6,5,8, 19, 154, 1000, 861, 56, 0, 0, 0
v1-ct-seq,16,6,5,8, 5, 46, 1000, 1012, 13, 0, 0, 0
v1-ct-seq,16,6,5,8, 17, 141, 1000, 829, 56, 0, 0, 0
v1-ct-seq,16,6,5,8, 3, 30, 1000, 1322, 10, 0, 0, 0
v1-ct-seq,16,6,5,8, 14, 119, 1000, 871, 56, 0, 0, 0
